league_name,club_name,year,total_fee_in,mean_fee_in,mean_age_in,total_fee_in_GK,mean_fee_in_GK,mean_age_in_GK,count_GK_in,total_fee_in_DEF,mean_fee_in_DEF,mean_age_in_DEF,count_DEF_in,total_fee_in_MID,mean_fee_in_MID,mean_age_in_MID,count_MID_in,total_fee_in_STK,mean_fee_in_STK,mean_age_in_STK,count_STK_in,total_fee_out,mean_fee_out,mean_age_out,total_fee_out_GK,mean_fee_out_GK,mean_age_out_GK,count_GK_out,total_fee_out_DEF,mean_fee_out_DEF,mean_age_out_DEF,count_DEF_out,total_fee_out_MID,mean_fee_out_MID,mean_age_out_MID,count_MID_out,total_fee_out_STK,mean_fee_out_STK,mean_age_out_STK,count_STK_out,Rk,W,D,L,GF,GA,GD,Pts/MP,PF,total_fee_in_1_years_future,mean_fee_in_1_years_future,mean_age_in_1_years_future,total_fee_in_GK_1_years_future,mean_fee_in_GK_1_years_future,mean_age_in_GK_1_years_future,count_GK_in_1_years_future,total_fee_in_DEF_1_years_future,mean_fee_in_DEF_1_years_future,mean_age_in_DEF_1_years_future,count_DEF_in_1_years_future,total_fee_in_MID_1_years_future,mean_fee_in_MID_1_years_future,mean_age_in_MID_1_years_future,count_MID_in_1_years_future,total_fee_in_STK_1_years_future,mean_fee_in_STK_1_years_future,mean_age_in_STK_1_years_future,count_STK_in_1_years_future,total_fee_out_1_years_future,mean_fee_out_1_years_future,mean_age_out_1_years_future,total_fee_out_GK_1_years_future,mean_fee_out_GK_1_years_future,mean_age_out_GK_1_years_future,count_GK_out_1_years_future,total_fee_out_DEF_1_years_future,mean_fee_out_DEF_1_years_future,mean_age_out_DEF_1_years_future,count_DEF_out_1_years_future,total_fee_out_MID_1_years_future,mean_fee_out_MID_1_years_future,mean_age_out_MID_1_years_future,count_MID_out_1_years_future,total_fee_out_STK_1_years_future,mean_fee_out_STK_1_years_future,mean_age_out_STK_1_years_future,count_STK_out_1_years_future,PF_1_years_future,Rk_1_years_future,W_1_years_future,D_1_years_future,L_1_years_future,GF_1_years_future,GA_1_years_future,GD_1_years_future,Pts/MP_1_years_future,PF_next_1_years
Ligue 1,Valenciennes FC,2013,1.2,0.6,22.5,0.0,0.0,0.0,0,0.5,0.5,23.0,1,0.0,0.0,0.0,0,0.7,0.7,22.0,1,6.0,2.0,25.667,0.0,0.0,0.0,0,5.0,2.5,23.0,2,0.0,0.0,0.0,0,1.0,1.0,31.0,1,19,7,8,23,37,65,-28,0.76,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Ligue 1,AS Monaco,2014,39.75,9.938,20.75,3.0,3.0,20.0,1,13.0,13.0,24.0,1,23.75,11.875,19.5,2,0.0,0.0,0.0,0,89.12,22.28,25.25,0.0,0.0,0.0,0,0.2,0.2,26.0,1,75.0,75.0,23.0,1,13.92,6.96,26.0,2,3,20,11,7,51,26,25,1.87,0,101.06,7.219,21.0,0.0,0.0,0.0,0.0,11.0,11.0,23.0,1.0,41.56,6.927,19.5,6.0,48.5,6.929,22.0,7.0,175.4,19.489,22.556,0.0,0.0,0.0,0.0,49.4,16.467,23.667,3.0,36.0,36.0,22.0,1.0,90.0,18.0,22.0,5.0,0,3,17,14,7,57,50,7,1.71,0
Ligue 1,AS Saint-Étienne,2014,4.0,4.0,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.0,4.0,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5,19,12,7,51,30,21,1.82,0,20.3,2.537,23.5,0.0,0.0,0.0,0.0,2.5,1.25,24.5,2.0,5.7,2.85,21.0,2.0,12.1,3.025,24.25,4.0,23.2,5.8,24.75,0.0,0.0,0.0,0.0,4.9,4.9,26.0,1.0,0.0,0.0,0.0,0.0,18.3,6.1,24.333,3.0,0,6,17,7,14,42,37,5,1.53,0
Ligue 1,FC Girondins Bordeaux,2014,7.7,1.54,24.4,0.0,0.0,0.0,0,1.5,0.75,25.0,2,0.7,0.7,27.0,1,5.5,2.75,22.5,2,4.5,2.25,22.5,0.0,0.0,0.0,0,3.5,3.5,25.0,1,0.0,0.0,0.0,0,1.0,1.0,20.0,1,6,17,12,9,47,44,3,1.66,0,11.0,2.75,20.25,0.0,0.0,0.0,0.0,3.0,1.5,21.5,2.0,3.0,3.0,20.0,1.0,5.0,5.0,18.0,1.0,22.3,5.575,25.5,0.0,0.0,0.0,0.0,3.5,3.5,29.0,1.0,6.0,6.0,25.0,1.0,12.8,6.4,24.0,2.0,1,11,12,14,12,50,57,-7,1.32,1
Ligue 1,Olympique Lyon,2014,5.65,1.883,23.333,0.0,0.0,0.0,0,3.0,1.5,26.0,2,0.0,0.0,0.0,0,2.65,2.65,18.0,1,1.5,0.75,20.5,0.0,0.0,0.0,0,1.0,1.0,20.0,1,0.0,0.0,0.0,0,0.5,0.5,21.0,1,2,22,9,7,72,33,39,1.97,0,41.1,5.871,23.714,0.0,0.0,0.0,0.0,12.6,6.3,25.5,2.0,22.5,5.625,22.0,4.0,6.0,6.0,27.0,1.0,26.8,4.467,22.167,0.0,0.0,0.0,0.0,1.0,1.0,23.0,1.0,4.5,2.25,20.0,2.0,21.3,7.1,23.333,3.0,0,2,19,8,11,67,43,24,1.71,0
Ligue 1,Olympique Marseille,2014,20.5,5.125,22.25,0.0,0.0,0.0,0,5.0,5.0,19.0,1,4.5,4.5,25.0,1,11.0,5.5,22.5,2,17.5,3.5,25.8,0.0,0.0,0.0,0,5.0,5.0,24.0,1,8.0,4.0,29.0,2,4.5,2.25,23.5,2,4,21,6,11,76,42,34,1.82,0,19.75,2.469,23.375,0.0,0.0,0.0,0.0,9.5,2.375,25.0,4.0,1.25,0.625,23.5,2.0,9.0,4.5,20.0,2.0,54.45,10.89,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1,9.025,25.5,4.0,18.35,18.35,22.0,1.0,1,13,10,18,10,48,42,6,1.26,1
Ligue 1,Paris Saint-Germain,2014,49.5,49.5,27.0,0.0,0.0,0.0,0,49.5,49.5,27.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.2,1.1,28.5,0.0,0.0,0.0,0,1.5,1.5,30.0,1,0.7,0.7,27.0,1,0.0,0.0,0.0,0,1,24,11,3,83,36,47,2.18,0,116.1,23.22,24.0,9.5,9.5,25.0,1.0,35.0,17.5,22.0,2.0,8.6,8.6,24.0,1.0,63.0,63.0,27.0,1.0,22.9,5.725,25.25,1.0,1.0,20.0,1.0,2.5,2.5,22.0,1.0,13.9,13.9,29.0,1.0,5.5,5.5,30.0,1.0,0,1,30,6,2,102,19,83,2.53,0
Ligue 1,EA Guingamp,2014,2.56,0.853,25.667,0.5,0.5,25.0,1,0.0,0.0,0.0,0,0.16,0.16,28.0,1,1.9,1.9,24.0,1,2.5,2.5,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.5,2.5,28.0,1,10,15,4,19,41,55,-14,1.29,1,1.95,0.975,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.975,24.5,2.0,6.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,27.0,1.0,2,16,11,11,16,47,56,-9,1.16,2
Ligue 1,FC Nantes,2014,0.42,0.42,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.42,0.42,27.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,14,11,12,15,29,40,-11,1.18,1,7.0,1.4,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,28.0,3.0,4.0,2.0,24.5,2.0,17.55,2.507,24.857,0.0,0.0,0.0,0.0,5.55,1.388,26.25,4.0,10.5,5.25,24.5,2.0,1.5,1.5,20.0,1.0,1,14,12,12,14,33,44,-11,1.26,1
Ligue 1,LOSC Lille,2014,7.8,2.6,21.333,0.0,0.0,0.0,0,1.8,1.8,23.0,1,0.0,0.0,0.0,0,6.0,3.0,20.5,2,19.73,6.577,24.0,0.0,0.0,0.0,0,5.3,5.3,24.0,1,0.0,0.0,0.0,0,14.43,7.215,24.0,2,8,16,8,14,43,42,1,1.47,1,12.9,1.612,21.375,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5,21.0,2.0,8.9,1.78,21.8,5.0,35.25,5.875,25.167,0.0,0.0,0.0,0.0,7.65,7.65,26.0,1.0,23.6,7.867,24.667,3.0,4.0,2.0,25.5,2.0,0,5,15,15,8,39,27,12,1.58,0
Ligue 1,Montpellier HSC,2014,4.0,1.333,23.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.5,0.5,24.0,1,3.5,1.75,23.5,2,15.9,7.95,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,15.9,7.95,24.0,2,0.0,0.0,0.0,0,7,16,8,14,46,39,7,1.47,1,2.725,0.908,25.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,25.0,1.0,1.025,0.512,25.5,2.0,4.0,2.0,26.0,0.0,0.0,0.0,0.0,2.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,27.0,1.0,1,12,14,7,17,49,47,2,1.29,1
Ligue 1,OGC Nice,2014,1.3,0.65,22.5,0.0,0.0,0.0,0,0.8,0.8,24.0,1,0.0,0.0,0.0,0,0.5,0.5,21.0,1,7.4,2.467,24.667,4.0,4.0,25.0,1,3.0,3.0,22.0,1,0.0,0.0,0.0,0,0.4,0.4,27.0,1,11,13,9,16,44,53,-9,1.26,1,4.1,1.025,23.25,0.0,0.0,0.0,0.0,0.6,0.6,25.0,1.0,2.0,1.0,21.5,2.0,1.5,1.5,25.0,1.0,14.0,4.667,22.0,0.0,0.0,0.0,0.0,11.0,11.0,21.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5,22.5,2.0,0,4,18,9,11,58,41,17,1.66,0
Ligue 1,SC Bastia,2014,0.1,0.1,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.1,0.1,19.0,1,2.0,2.0,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,2.0,23.0,1,12,12,11,15,37,46,-9,1.24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,25.0,1.0,0.0,0.0,0.0,0.0,1,10,14,8,16,36,42,-6,1.32,1
Ligue 1,SM Caen,2014,0.8,0.4,25.5,0.0,0.0,0.0,0,0.3,0.3,26.0,1,0.0,0.0,0.0,0,0.5,0.5,25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,13,12,10,16,54,55,-1,1.21,1,6.05,1.008,24.167,0.0,0.0,0.0,0.0,0.05,0.05,23.0,1.0,2.6,1.3,25.5,2.0,3.4,1.133,23.667,3.0,14.0,4.667,21.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.5,21.5,2.0,1.0,1.0,21.0,1.0,1,7,16,6,16,39,52,-13,1.42,1
Ligue 1,Stade Rennais FC,2014,15.14,1.514,23.5,0.3,0.3,18.0,1,7.44,1.86,23.5,4,2.6,1.3,23.5,2,4.8,1.6,25.333,3,20.5,5.125,23.25,0.0,0.0,0.0,0,2.5,2.5,21.0,1,8.0,8.0,19.0,1,10.0,5.0,26.5,2,9,13,11,14,35,42,-7,1.32,1,5.64,1.128,24.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,1.0,2.0,1.0,23.0,2.0,2.64,1.32,25.5,2.0,10.6,10.6,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,10.6,23.0,1.0,0.0,0.0,0.0,0.0,1,8,13,13,12,52,54,-2,1.37,1
Ligue 1,FC Lorient,2014,8.45,2.112,22.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.95,0.95,20.0,1,7.5,2.5,23.333,3,19.2,4.8,25.25,0.0,0.0,0.0,0,6.3,6.3,26.0,1,0.2,0.2,22.0,1,12.7,6.35,26.5,2,16,12,7,19,44,50,-6,1.13,2,9.93,1.986,23.6,0.0,0.0,0.0,0.0,1.5,1.5,25.0,1.0,1.8,1.8,21.0,1.0,6.63,2.21,24.0,3.0,18.5,9.25,24.5,0.0,0.0,0.0,0.0,6.5,6.5,26.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,23.0,1.0,2,15,11,13,14,47,58,-11,1.21,2
Ligue 1,FC Metz,2014,3.6,0.9,24.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.5,0.75,25.0,2,2.1,1.05,24.0,2,7.65,3.825,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,7.65,3.825,21.0,2,19,7,9,22,31,61,-30,0.79,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Ligue 1,FC Toulouse,2014,3.0,1.0,24.667,0.0,0.0,0.0,0,1.0,1.0,27.0,1,1.2,1.2,25.0,1,0.8,0.8,22.0,1,13.7,6.85,25.5,0.0,0.0,0.0,0,13.0,13.0,24.0,1,0.0,0.0,0.0,0,0.7,0.7,27.0,1,17,12,6,20,43,64,-21,1.11,2,2.9,1.45,26.5,0.5,0.5,27.0,1.0,0.0,0.0,0.0,0.0,2.4,2.4,26.0,1.0,0.0,0.0,0.0,0.0,10.5,5.25,22.5,0.5,0.5,23.0,1.0,10.0,10.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17,9,13,16,45,55,-10,1.05,2
Ligue 1,FC Évian Thonon Gaillard,2014,2.25,1.125,25.5,0.25,0.25,25.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.0,2.0,26.0,1,3.0,3.0,26.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,3.0,26.0,1,18,11,4,23,41,62,-21,0.97,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Ligue 1,RC Lens,2014,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,3.0,19.0,0.0,0.0,0.0,0,3.0,3.0,19.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,20,7,8,23,32,61,-29,0.76,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,2
Ligue 1,Stade Reims,2014,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.5,5.5,24.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.5,5.5,24.0,1,0.0,0.0,0.0,0,15,12,8,18,47,66,-19,1.16,2,2.4,1.2,26.0,0.0,0.0,0.0,0.0,0.9,0.9,23.0,1.0,1.5,1.5,29.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,26.0,1.0,2,18,10,9,19,44,57,-13,1.03,2
Ligue 1,AS Monaco,2015,101.06,7.219,21.0,0.0,0.0,0.0,0,11.0,11.0,23.0,1,41.56,6.927,19.5,6,48.5,6.929,22.0,7,175.4,19.489,22.556,0.0,0.0,0.0,0,49.4,16.467,23.667,3,36.0,36.0,22.0,1,90.0,18.0,22.0,5,3,17,14,7,57,50,7,1.71,0,50.5,10.1,22.2,0.0,0.0,0.0,0.0,47.5,11.875,23.0,4.0,3.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,18.45,3.075,24.0,0.0,0.0,0.0,0.0,3.75,1.875,25.5,2.0,6.7,2.233,23.667,3.0,8.0,8.0,22.0,1.0,0,1,30,5,3,107,31,76,2.5,0
Ligue 1,AS Saint-Étienne,2015,20.3,2.537,23.5,0.0,0.0,0.0,0,2.5,1.25,24.5,2,5.7,2.85,21.0,2,12.1,3.025,24.25,4,23.2,5.8,24.75,0.0,0.0,0.0,0,4.9,4.9,26.0,1,0.0,0.0,0.0,0,18.3,6.1,24.333,3,6,17,7,14,42,37,5,1.53,0,7.0,3.5,24.0,0.0,0.0,0.0,0.0,3.0,3.0,24.0,1.0,4.0,4.0,24.0,1.0,0.0,0.0,0.0,0.0,2.25,0.75,27.0,0.0,0.0,0.0,0.0,1.5,0.75,29.0,2.0,0.75,0.75,23.0,1.0,0.0,0.0,0.0,0.0,1,8,12,14,12,41,42,-1,1.32,1
Ligue 1,LOSC Lille,2015,12.9,1.612,21.375,1.0,1.0,20.0,1,0.0,0.0,0.0,0,3.0,1.5,21.0,2,8.9,1.78,21.8,5,35.25,5.875,25.167,0.0,0.0,0.0,0,7.65,7.65,26.0,1,23.6,7.867,24.667,3,4.0,2.0,25.5,2,5,15,15,8,39,27,12,1.58,0,20.7,3.45,22.333,0.0,0.0,0.0,0.0,5.5,2.75,21.0,2.0,3.7,1.85,21.5,2.0,11.5,5.75,24.5,2.0,47.0,6.714,22.714,0.0,0.0,0.0,0.0,20.0,10.0,21.5,2.0,3.0,3.0,27.0,1.0,24.0,6.0,22.25,4.0,1,11,13,7,18,40,47,-7,1.21,1
Ligue 1,OGC Nice,2015,4.1,1.025,23.25,0.0,0.0,0.0,0,0.6,0.6,25.0,1,2.0,1.0,21.5,2,1.5,1.5,25.0,1,14.0,4.667,22.0,0.0,0.0,0.0,0,11.0,11.0,21.0,1,0.0,0.0,0.0,0,3.0,1.5,22.5,2,4,18,9,11,58,41,17,1.66,0,15.25,2.179,23.571,0.0,0.0,0.0,0.0,6.25,1.562,26.5,4.0,7.5,3.75,20.0,2.0,1.5,1.5,19.0,1.0,15.8,7.9,25.0,0.0,0.0,0.0,0.0,0.3,0.3,26.0,1.0,15.5,15.5,24.0,1.0,0.0,0.0,0.0,0.0,0,3,22,12,4,63,36,27,2.05,0
Ligue 1,Olympique Lyon,2015,41.1,5.871,23.714,0.0,0.0,0.0,0,12.6,6.3,25.5,2,22.5,5.625,22.0,4,6.0,6.0,27.0,1,26.8,4.467,22.167,0.0,0.0,0.0,0,1.0,1.0,23.0,1,4.5,2.25,20.0,2,21.3,7.1,23.333,3,2,19,8,11,67,43,24,1.71,0,28.6,9.533,20.333,0.0,0.0,0.0,0.0,8.5,8.5,20.0,1.0,0.0,0.0,0.0,0.0,20.1,10.05,20.5,2.0,27.3,9.1,24.667,0.0,0.0,0.0,0.0,27.3,9.1,24.667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,21,4,13,77,48,29,1.76,0
Ligue 1,Paris Saint-Germain,2015,116.1,23.22,24.0,9.5,9.5,25.0,1,35.0,17.5,22.0,2,8.6,8.6,24.0,1,63.0,63.0,27.0,1,22.9,5.725,25.25,1.0,1.0,20.0,1,2.5,2.5,22.0,1,13.9,13.9,29.0,1,5.5,5.5,30.0,1,1,30,6,2,102,19,83,2.53,0,134.5,22.417,22.667,0.0,0.0,0.0,0.0,6.0,6.0,24.0,1.0,37.5,18.75,23.0,2.0,91.0,30.333,22.0,3.0,59.8,14.95,24.5,0.0,0.0,0.0,0.0,51.5,25.75,25.5,2.0,8.3,4.15,23.5,2.0,0.0,0.0,0.0,0.0,0,2,27,6,5,83,27,56,2.29,0
Ligue 1,Angers SCO,2015,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.9,1.475,27.25,1.0,1.0,32.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,4.9,1.633,25.667,3,9,13,11,14,40,38,2,1.32,1,5.2,0.867,23.833,1.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,1.6,0.533,24.333,3.0,2.6,1.3,23.0,2.0,4.4,2.2,26.5,0.0,0.0,0.0,0.0,4.4,2.2,26.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,13,7,18,40,49,-9,1.21,1
Ligue 1,FC Girondins Bordeaux,2015,11.0,2.75,20.25,0.0,0.0,0.0,0,3.0,1.5,21.5,2,3.0,3.0,20.0,1,5.0,5.0,18.0,1,22.3,5.575,25.5,0.0,0.0,0.0,0,3.5,3.5,29.0,1,6.0,6.0,25.0,1,12.8,6.4,24.0,2,11,12,14,12,50,57,-7,1.32,1,11.85,2.37,25.2,2.5,2.5,19.0,1.0,1.0,1.0,31.0,1.0,3.0,3.0,27.0,1.0,5.35,2.675,24.5,2.0,2.6,0.867,24.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.95,25.0,2.0,0.7,0.7,24.0,1.0,0,6,15,14,9,53,43,10,1.55,0
Ligue 1,FC Nantes,2015,7.0,1.4,26.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.0,1.0,28.0,3,4.0,2.0,24.5,2,17.55,2.507,24.857,0.0,0.0,0.0,0,5.55,1.388,26.25,4,10.5,5.25,24.5,2,1.5,1.5,20.0,1,14,12,12,14,33,44,-11,1.26,1,5.0,1.25,22.75,0.0,0.0,0.0,0.0,2.4,1.2,23.5,2.0,0.6,0.6,23.0,1.0,2.0,2.0,21.0,1.0,2.645,0.661,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.945,0.648,25.333,3.0,0.7,0.7,26.0,1.0,1,7,14,9,15,40,54,-14,1.34,1
Ligue 1,Montpellier HSC,2015,2.725,0.908,25.333,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.7,1.7,25.0,1,1.025,0.512,25.5,2,4.0,2.0,26.0,0.0,0.0,0.0,0,2.0,2.0,25.0,1,0.0,0.0,0.0,0,2.0,2.0,27.0,1,12,14,7,17,49,47,2,1.29,1,6.4,1.6,21.5,0.0,0.0,0.0,0.0,3.0,1.5,21.0,2.0,0.0,0.0,0.0,0.0,3.4,1.7,22.0,2.0,19.4,4.85,25.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,4.85,25.25,4.0,0.0,0.0,0.0,0.0,2,15,10,9,19,48,66,-18,1.03,2
Ligue 1,Olympique Marseille,2015,19.75,2.469,23.375,0.0,0.0,0.0,0,9.5,2.375,25.0,4,1.25,0.625,23.5,2,9.0,4.5,20.0,2,54.45,10.89,24.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0,36.1,9.025,25.5,4,18.35,18.35,22.0,1,13,10,18,10,48,42,6,1.26,1,53.0,8.833,25.833,0.0,0.0,0.0,0.0,1.2,1.2,30.0,1.0,51.8,10.36,25.0,5.0,0.0,0.0,0.0,0.0,81.49,9.054,24.0,0.0,0.0,0.0,0.0,13.0,13.0,21.0,1.0,15.4,5.133,24.667,3.0,53.09,10.618,24.2,5.0,0,5,17,11,10,57,41,16,1.63,0
Ligue 1,SC Bastia,2015,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.7,1.7,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.7,1.7,25.0,1,0.0,0.0,0.0,0,10,14,8,16,36,42,-6,1.32,1,0.25,0.25,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,23.0,1.0,0.0,0.0,0.0,0.0,7.0,1.75,24.25,0.0,0.0,0.0,0.0,2.0,2.0,26.0,1.0,0.0,0.0,0.0,0.0,5.0,1.667,23.667,3.0,2,20,8,10,20,29,54,-25,0.89,2
Ligue 1,SM Caen,2015,6.05,1.008,24.167,0.0,0.0,0.0,0,0.05,0.05,23.0,1,2.6,1.3,25.5,2,3.4,1.133,23.667,3,14.0,4.667,21.333,0.0,0.0,0.0,0,0.0,0.0,0.0,0,13.0,6.5,21.5,2,1.0,1.0,21.0,1,7,16,6,16,39,52,-13,1.42,1,4.25,1.417,25.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,23.0,1.0,3.5,1.75,26.5,2.0,11.0,5.5,24.0,0.0,0.0,0.0,0.0,3.0,3.0,24.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,24.0,1.0,2,17,10,7,21,36,65,-29,0.97,2
Ligue 1,Stade Rennais FC,2015,5.64,1.128,24.0,0.0,0.0,0.0,0,1.0,1.0,23.0,1,2.0,1.0,23.0,2,2.64,1.32,25.5,2,10.6,10.6,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,10.6,10.6,23.0,1,0.0,0.0,0.0,0,8,13,13,12,52,54,-2,1.37,1,2.27,1.135,22.0,0.0,0.0,0.0,0.0,2.27,1.135,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3,6.913,25.25,0.0,0.0,0.0,0.0,2.7,1.35,24.0,2.0,1.5,1.5,30.0,1.0,51.1,10.22,24.8,5.0,1,9,12,14,12,36,42,-6,1.32,1
Ligue 1,EA Guingamp,2015,1.95,0.975,24.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.95,0.975,24.5,2,6.0,6.0,27.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,6.0,6.0,27.0,1,16,11,11,16,47,56,-9,1.16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,27.0,2.5,2.5,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,14,8,16,46,53,-7,1.32,1
